,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance,CfExternalRiskEstimate,CfMSinceOldestTradeOpen,CfMSinceMostRecentTradeOpen,CfAverageMInFile,CfNumSatisfactoryTrades,CfNumTrades60Ever2DerogPubRec,CfNumTrades90Ever2DerogPubRec,CfPercentTradesNeverDelq,CfMSinceMostRecentDelq,CfMaxDelq2PublicRecLast12M,CfMaxDelqEver,CfNumTotalTrades,CfNumTradesOpeninLast12M,CfPercentInstallTrades,CfMSinceMostRecentInqexcl7days,CfNumInqLast6M,CfNumInqLast6Mexcl7days,CfNetFractionRevolvingBurden,CfNetFractionInstallBurden,CfNumRevolvingTradesWBalance,CfNumInstallTradesWBalance,CfNumBank2NatlTradesWHighUtilization,CfPercentTradesWBalance,GoalScore,GoalValue,GoalName,method,model
83,61,425,34,103,13,4,4,79,37,0,3,20,0,58,0,0,0,78,66,4,1,1,100,0,91.0,425.0,190.0,213.0,13.0,6.0,4.0,79.0,37.0,0.0,3.0,20.0,0.0,58.0,0.0,0.0,0.0,78.0,9.0,4.0,1.0,1.0,100.0,0.6740273833274841,1,RiskPerformance,DiCE-random,XGBoost
84,61,425,34,103,13,4,4,79,37,0,3,20,0,58,0,0,0,78,66,4,1,1,100,0,61.0,425.0,34.0,103.0,13.0,4.0,4.0,79.0,37.0,0.0,3.0,-1.0,0.0,58.0,22.0,0.0,0.0,78.0,66.0,4.0,4.0,1.0,12.0,0.5142189860343933,1,RiskPerformance,DiCE-random,XGBoost
85,61,425,34,103,13,4,4,79,37,0,3,20,0,58,0,0,0,78,66,4,1,1,100,0,61.0,425.0,34.0,236.0,20.0,4.0,-7.0,79.0,37.0,-8.0,3.0,20.0,0.0,58.0,0.0,0.0,0.0,78.0,66.0,4.0,10.0,1.0,100.0,0.5205740332603455,1,RiskPerformance,DiCE-random,XGBoost
86,61,425,34,103,13,4,4,79,37,0,3,20,0,58,0,0,0,78,66,4,1,1,100,0,84.0,425.0,34.0,357.0,13.0,4.0,4.0,79.0,67.0,0.0,3.0,20.0,0.0,58.0,0.0,0.0,0.0,78.0,66.0,4.0,-3.0,1.0,100.0,0.6351965069770813,1,RiskPerformance,DiCE-random,XGBoost
87,61,425,34,103,13,4,4,79,37,0,3,20,0,58,0,0,0,78,66,4,1,1,100,0,82.0,425.0,34.0,103.0,75.0,4.0,4.0,79.0,37.0,0.0,3.0,20.0,0.0,58.0,0.0,0.0,0.0,78.0,66.0,4.0,1.0,1.0,100.0,0.6286575794219971,1,RiskPerformance,DiCE-random,XGBoost
88,61,425,34,103,13,4,4,79,37,0,3,20,0,58,0,0,0,78,66,4,1,1,100,0,76.0,425.0,34.0,103.0,13.0,4.0,4.0,79.0,37.0,0.0,3.0,20.0,0.0,35.0,12.0,31.0,0.0,78.0,66.0,4.0,1.0,1.0,100.0,0.5875548124313354,1,RiskPerformance,DiCE-random,XGBoost
89,61,425,34,103,13,4,4,79,37,0,3,20,0,58,0,0,0,78,66,4,1,1,100,0,78.0,425.0,34.0,103.0,13.0,4.0,4.0,79.0,37.0,7.0,-6.0,0.0,0.0,58.0,0.0,0.0,39.0,78.0,66.0,4.0,1.0,1.0,100.0,0.518620491027832,1,RiskPerformance,DiCE-random,XGBoost
90,61,425,34,103,13,4,4,79,37,0,3,20,0,58,0,0,0,78,66,4,1,1,100,0,64.0,329.0,34.0,264.0,54.0,4.0,4.0,79.0,37.0,0.0,3.0,20.0,0.0,58.0,21.0,0.0,0.0,78.0,66.0,4.0,1.0,1.0,100.0,0.5836146473884583,1,RiskPerformance,DiCE-random,XGBoost
91,61,425,34,103,13,4,4,79,37,0,3,20,0,58,0,0,0,78,66,4,1,1,100,0,81.0,425.0,34.0,299.0,13.0,4.0,4.0,79.0,37.0,0.0,3.0,20.0,0.0,58.0,0.0,0.0,0.0,78.0,66.0,4.0,9.0,1.0,100.0,0.6550630927085876,1,RiskPerformance,DiCE-random,XGBoost
92,61,425,34,103,13,4,4,79,37,0,3,20,0,58,0,0,0,78,66,4,1,1,100,0,61.0,425.0,34.0,103.0,69.0,8.0,13.0,79.0,37.0,0.0,3.0,20.0,0.0,58.0,14.0,0.0,0.0,78.0,66.0,4.0,1.0,1.0,100.0,0.5692918300628662,1,RiskPerformance,DiCE-random,XGBoost
93,61,425,34,103,13,4,4,79,37,0,3,20,0,58,0,0,0,78,66,4,1,1,100,0,84.0,425.0,34.0,357.0,13.0,4.0,4.0,79.0,67.0,0.0,3.0,20.0,0.0,58.0,0.0,0.0,0.0,78.0,66.0,4.0,1.0,1.0,100.0,0.6351965069770813,1,RiskPerformance,DiCE-random,XGBoost
94,61,425,34,103,13,4,4,79,37,0,3,20,0,58,0,0,0,78,66,4,1,1,100,0,79.0,425.0,34.0,103.0,13.0,4.0,4.0,79.0,37.0,0.0,3.0,20.0,14.0,-8.0,-1.0,0.0,0.0,78.0,66.0,4.0,7.0,1.0,100.0,0.5606338977813721,1,RiskPerformance,DiCE-random,XGBoost
95,61,425,34,103,13,4,4,79,37,0,3,20,0,58,0,0,0,78,66,4,1,1,100,0,86.0,425.0,34.0,103.0,13.0,4.0,13.0,79.0,37.0,0.0,3.0,20.0,19.0,58.0,0.0,0.0,0.0,78.0,66.0,4.0,1.0,1.0,100.0,0.5553632974624634,1,RiskPerformance,DiCE-random,XGBoost
96,61,425,34,103,13,4,4,79,37,0,3,20,0,58,0,0,0,78,66,4,1,1,100,0,61.0,425.0,34.0,103.0,13.0,4.0,4.0,79.0,37.0,0.0,3.0,20.0,0.0,58.0,22.0,0.0,0.0,78.0,66.0,4.0,4.0,1.0,12.0,0.5270984172821045,1,RiskPerformance,DiCE-random,XGBoost
97,61,425,34,103,13,4,4,79,37,0,3,20,0,58,0,0,0,78,66,4,1,1,100,0,87.0,425.0,34.0,103.0,13.0,4.0,0.0,78.0,37.0,0.0,3.0,20.0,0.0,58.0,0.0,0.0,0.0,78.0,66.0,4.0,1.0,6.0,100.0,0.564845085144043,1,RiskPerformance,DiCE-random,XGBoost
98,61,425,34,103,13,4,4,79,37,0,3,20,0,58,0,0,0,78,66,4,1,1,100,0,87.0,425.0,34.0,103.0,13.0,4.0,0.0,78.0,37.0,0.0,3.0,20.0,0.0,58.0,0.0,0.0,0.0,13.0,66.0,4.0,1.0,6.0,100.0,0.6900526881217957,1,RiskPerformance,DiCE-random,XGBoost
99,61,425,34,103,13,4,4,79,37,0,3,20,0,58,0,0,0,78,66,4,1,1,100,0,61.0,425.0,34.0,103.0,13.0,4.0,4.0,79.0,37.0,-8.0,3.0,20.0,0.0,58.0,23.0,0.0,0.0,78.0,66.0,4.0,13.0,1.0,100.0,0.505359411239624,1,RiskPerformance,DiCE-random,XGBoost
0,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,718.0,2.0,72.0,61.0,0.0,5.0,67.0,45.0,6.0,6.0,3.0,2.0,33.0,0.0,3.0,3.0,37.0,112.0,1.0,1.0,0.0,100.0,0.5144519209861755,1,RiskPerformance,DiCE-random,XGBoost
1,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,125.0,54.0,0.0,0.0,72.0,53.0,6.0,6.0,3.0,5.0,33.0,2.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.6671873331069946,1,RiskPerformance,DiCE-random,XGBoost
2,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,217.0,58.0,0.0,0.0,67.0,53.0,-6.0,6.0,3.0,3.0,33.0,0.0,3.0,3.0,37.0,91.0,3.0,1.0,0.0,76.0,0.5445518493652344,1,RiskPerformance,DiCE-random,XGBoost
3,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,362.0,2.0,58.0,63.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,8.0,33.0,10.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.568906307220459,1,RiskPerformance,DiCE-random,XGBoost
4,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,192.0,2.0,58.0,65.0,-3.0,0.0,67.0,36.0,6.0,6.0,3.0,2.0,33.0,11.0,3.0,62.0,37.0,91.0,1.0,1.0,0.0,100.0,0.5615499019622803,1,RiskPerformance,DiCE-random,XGBoost
5,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,1.0,0.0,0.0,67.0,53.0,6.0,-3.0,51.0,2.0,33.0,18.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,39.0,0.512268602848053,1,RiskPerformance,DiCE-random,XGBoost
6,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,78.0,161.0,2.0,58.0,1.0,0.0,0.0,100.0,53.0,6.0,6.0,3.0,2.0,33.0,21.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.6866722702980042,1,RiskPerformance,DiCE-random,XGBoost
7,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,79.0,161.0,2.0,58.0,74.0,0.0,0.0,66.0,53.0,3.0,6.0,3.0,2.0,6.0,0.0,3.0,3.0,37.0,91.0,1.0,1.0,-6.0,100.0,0.5482240915298462,1,RiskPerformance,DiCE-random,XGBoost
8,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,68.0,0.0,0.0,67.0,53.0,6.0,5.0,3.0,2.0,33.0,0.0,3.0,3.0,37.0,56.0,-3.0,1.0,0.0,100.0,0.5203823447227478,1,RiskPerformance,DiCE-random,XGBoost
9,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,34.0,0.0,0.0,54.0,53.0,6.0,6.0,3.0,2.0,33.0,8.0,3.0,3.0,37.0,91.0,1.0,11.0,8.0,100.0,0.6158046722412109,1,RiskPerformance,DiCE-random,XGBoost
10,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,1.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,-8.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,1.0,0.6173874735832214,1,RiskPerformance,DiCE-random,XGBoost
11,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,117.0,1.0,0.0,-6.0,25.0,53.0,6.0,-5.0,3.0,2.0,31.0,23.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.5127526521682739,1,RiskPerformance,DiCE-random,XGBoost
12,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,72.0,161.0,2.0,58.0,1.0,0.0,0.0,67.0,53.0,6.0,6.0,30.0,2.0,33.0,-9.0,3.0,3.0,37.0,4.0,1.0,1.0,0.0,100.0,0.6032747626304626,1,RiskPerformance,DiCE-random,XGBoost
13,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,93.0,161.0,2.0,58.0,22.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,0.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.6315470933914185,1,RiskPerformance,DiCE-random,XGBoost
14,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,86.0,161.0,2.0,58.0,1.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,0.0,3.0,3.0,37.0,91.0,1.0,13.0,0.0,100.0,0.5556408166885376,1,RiskPerformance,DiCE-random,XGBoost
15,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,500.0,2.0,58.0,30.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,10.0,3.0,3.0,37.0,91.0,1.0,1.0,4.0,100.0,0.5113197565078735,1,RiskPerformance,DiCE-random,XGBoost
16,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,34.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,8.0,3.0,3.0,37.0,91.0,1.0,11.0,8.0,100.0,0.5943908095359802,1,RiskPerformance,DiCE-random,XGBoost
17,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,45.0,0.0,0.0,67.0,53.0,6.0,6.0,75.0,2.0,33.0,19.0,3.0,-6.0,37.0,91.0,1.0,5.0,0.0,76.0,0.637473464012146,1,RiskPerformance,DiCE-random,XGBoost
18,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,78.0,161.0,213.0,58.0,1.0,0.0,0.0,100.0,53.0,6.0,6.0,3.0,2.0,33.0,21.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.6188551783561707,1,RiskPerformance,DiCE-random,XGBoost
19,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,365.0,26.0,0.0,0.0,79.0,53.0,6.0,6.0,3.0,2.0,33.0,0.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.5134183764457703,1,RiskPerformance,DiCE-random,XGBoost
20,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,540.0,2.0,349.0,23.0,-6.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,0.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.6063212156295776,1,RiskPerformance,DiCE-random,XGBoost
21,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,217.0,58.0,0.0,0.0,67.0,53.0,-6.0,6.0,3.0,3.0,33.0,0.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.5230499505996704,1,RiskPerformance,DiCE-random,XGBoost
22,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,77.0,568.0,2.0,58.0,1.0,0.0,-1.0,67.0,53.0,6.0,-8.0,3.0,2.0,33.0,4.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.5282813310623169,1,RiskPerformance,DiCE-random,XGBoost
23,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,31.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,22.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.5555979013442993,1,RiskPerformance,DiCE-random,XGBoost
24,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,38.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,7.0,3.0,3.0,37.0,91.0,1.0,3.0,0.0,100.0,0.599034309387207,1,RiskPerformance,DiCE-random,XGBoost
25,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,1.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,-9.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.5696682929992676,1,RiskPerformance,DiCE-random,XGBoost
26,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,611.0,2.0,379.0,56.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,16.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.7813589572906494,1,RiskPerformance,DiCE-random,XGBoost
27,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,78.0,161.0,213.0,58.0,1.0,0.0,0.0,100.0,58.0,6.0,6.0,3.0,2.0,33.0,21.0,3.0,3.0,37.0,91.0,1.0,1.0,-7.0,100.0,0.5947168469429016,1,RiskPerformance,DiCE-random,XGBoost
28,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,500.0,2.0,58.0,30.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,10.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.5591351389884949,1,RiskPerformance,DiCE-random,XGBoost
29,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,65.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,0.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,-4.0,0.5087035298347473,1,RiskPerformance,DiCE-random,XGBoost
30,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,1.0,8.0,0.0,67.0,53.0,2.0,6.0,3.0,2.0,33.0,-9.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.5268699526786804,1,RiskPerformance,DiCE-random,XGBoost
31,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,240.0,299.0,24.0,0.0,11.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,13.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.634294867515564,1,RiskPerformance,DiCE-random,XGBoost
32,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,133.0,62.0,0.0,0.0,64.0,53.0,6.0,6.0,3.0,2.0,33.0,0.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.5745009183883667,1,RiskPerformance,DiCE-random,XGBoost
33,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,81.0,161.0,2.0,58.0,59.0,-4.0,-8.0,67.0,53.0,-1.0,6.0,3.0,2.0,33.0,0.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.5625376105308533,1,RiskPerformance,DiCE-random,XGBoost
34,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,31.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,22.0,3.0,3.0,37.0,91.0,1.0,2.0,0.0,100.0,0.5753939151763916,1,RiskPerformance,DiCE-random,XGBoost
35,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,72.0,161.0,2.0,58.0,1.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,-9.0,3.0,3.0,37.0,4.0,1.0,1.0,0.0,100.0,0.5985174775123596,1,RiskPerformance,DiCE-random,XGBoost
36,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,78.0,161.0,2.0,58.0,-8.0,0.0,0.0,78.0,53.0,6.0,-3.0,3.0,2.0,33.0,3.0,3.0,3.0,37.0,189.0,1.0,1.0,0.0,100.0,0.5919852256774902,1,RiskPerformance,DiCE-random,XGBoost
37,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,611.0,2.0,58.0,56.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,16.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.5606920719146729,1,RiskPerformance,DiCE-random,XGBoost
38,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,540.0,227.0,349.0,23.0,-6.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,0.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.5784748196601868,1,RiskPerformance,DiCE-random,XGBoost
39,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,133.0,62.0,0.0,0.0,64.0,53.0,3.0,6.0,3.0,-5.0,33.0,0.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.5160386562347412,1,RiskPerformance,DiCE-random,XGBoost
40,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,1.0,0.0,0.0,95.0,53.0,6.0,6.0,3.0,2.0,33.0,-8.0,3.0,3.0,37.0,91.0,2.0,1.0,0.0,100.0,0.5852547287940979,1,RiskPerformance,DiCE-random,XGBoost
41,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,1.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,-9.0,3.0,3.0,37.0,4.0,1.0,1.0,0.0,100.0,0.5875051617622375,1,RiskPerformance,DiCE-random,XGBoost
42,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,90.0,161.0,250.0,58.0,79.0,0.0,0.0,67.0,53.0,6.0,6.0,67.0,2.0,33.0,0.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.7109997868537903,1,RiskPerformance,DiCE-random,XGBoost
43,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,395.0,2.0,58.0,44.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,-5.0,3.0,3.0,37.0,91.0,1.0,7.0,0.0,60.0,0.5034559965133667,1,RiskPerformance,DiCE-random,XGBoost
44,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,31.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,22.0,3.0,3.0,37.0,91.0,1.0,2.0,-4.0,100.0,0.5753939151763916,1,RiskPerformance,DiCE-random,XGBoost
45,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,56.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,16.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.5750396251678467,1,RiskPerformance,DiCE-random,XGBoost
46,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,90.0,161.0,2.0,58.0,40.0,0.0,0.0,67.0,57.0,6.0,6.0,3.0,-5.0,33.0,0.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.7312854528427124,1,RiskPerformance,DiCE-random,XGBoost
47,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,219.0,77.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,0.0,3.0,3.0,37.0,91.0,1.0,-3.0,0.0,100.0,0.6106964945793152,1,RiskPerformance,DiCE-random,XGBoost
48,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,147.0,58.0,37.0,0.0,0.0,67.0,55.0,6.0,6.0,3.0,2.0,33.0,-8.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.5719259977340698,1,RiskPerformance,DiCE-random,XGBoost
49,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,226.0,2.0,276.0,1.0,0.0,0.0,67.0,53.0,6.0,-1.0,3.0,2.0,33.0,5.0,3.0,3.0,37.0,91.0,1.0,-8.0,0.0,100.0,0.5415159463882446,1,RiskPerformance,DiCE-random,XGBoost
50,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,93.0,161.0,2.0,58.0,22.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,15.0,33.0,0.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.6162729263305664,1,RiskPerformance,DiCE-random,XGBoost
51,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,77.0,568.0,2.0,58.0,1.0,0.0,0.0,67.0,53.0,6.0,-8.0,3.0,2.0,33.0,4.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,100.0,0.5282813310623169,1,RiskPerformance,DiCE-random,XGBoost
52,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,217.0,58.0,0.0,0.0,67.0,53.0,-6.0,6.0,3.0,3.0,33.0,0.0,3.0,3.0,37.0,91.0,3.0,1.0,0.0,100.0,0.5340498685836792,1,RiskPerformance,DiCE-random,XGBoost
53,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,1.0,8.0,-1.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,-9.0,3.0,3.0,37.0,113.0,1.0,12.0,0.0,100.0,0.6394095420837402,1,RiskPerformance,DiCE-random,XGBoost
54,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,362.0,2.0,58.0,63.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,8.0,33.0,10.0,3.0,3.0,37.0,8.0,1.0,1.0,0.0,100.0,0.5900052785873413,1,RiskPerformance,DiCE-random,XGBoost
55,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,34.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,8.0,3.0,3.0,37.0,91.0,1.0,1.0,8.0,100.0,0.5026394128799438,1,RiskPerformance,DiCE-random,XGBoost
56,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,61.0,0.0,12.0,7.0,53.0,6.0,6.0,3.0,-1.0,33.0,0.0,3.0,-1.0,37.0,91.0,1.0,1.0,0.0,87.0,0.5061629414558411,1,RiskPerformance,DiCE-random,XGBoost
57,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,1.0,-2.0,0.0,67.0,64.0,6.0,3.0,3.0,-4.0,33.0,24.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,0.0,0.5232164263725281,1,RiskPerformance,DiCE-random,XGBoost
58,68,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,0,68.0,161.0,2.0,58.0,1.0,0.0,0.0,67.0,53.0,6.0,6.0,3.0,2.0,33.0,-9.0,3.0,3.0,37.0,91.0,1.0,1.0,0.0,4.0,0.6173874735832214,1,RiskPerformance,DiCE-random,XGBoost
